geneSymbol,ACC,BLCA,BRCA,CESC,CHOL,COADREAD,DLBC,ESCA,GBM,HNSC,KICH,KIRC,KIRP,LAML,LGG,LIHC,LUAD,LUSC,MESO,OV,PAAD,PCPG,PRAD,SARC,SKCM,STAD,TGCT,THCA,THYM,UCEC,UCS,UVM
DROSHA,0.7415730337078652,0.5675675675675675,0.4306083650190114,0.4634146341463415,0.3611111111111111,0.3176691729323308,0.1951219512195122,0.6978021978021978,0.1447368421052631,0.4950884086444008,0.2923076923076923,0.32,0.1485507246376811,0.0157068062827225,0.0900195694716242,0.4515235457063712,0.6536203522504892,0.8057851239669421,0.3372093023255814,0.5851272015655578,0.2134831460674157,0.1055900621118012,0.0920245398773006,0.5059288537549407,0.4462809917355372,0.3986175115207373,0.7248322147651006,0.0431211498973305,0.1056910569105691,0.2133072407045009,0.5357142857142857,0.05
DGCR8,0.5730337078651685,0.5503685503685504,0.5598859315589354,0.3414634146341463,0.3333333333333333,0.3609022556390977,0.0975609756097561,0.5934065934065934,0.3710526315789473,0.3929273084479371,0.4,0.16,0.2246376811594203,0.0575916230366492,0.1545988258317025,0.3490304709141274,0.5655577299412916,0.6880165289256198,0.7674418604651163,0.812133072407045,0.297752808988764,0.3354037267080745,0.130879345603272,0.541501976284585,0.4820936639118457,0.4216589861751152,0.5906040268456376,0.1663244353182751,0.1544715447154471,0.273972602739726,0.8392857142857143,0.075
DICER1,0.449438202247191,0.4791154791154791,0.4420152091254752,0.3414634146341463,0.5833333333333334,0.4135338345864661,0.073170731707317,0.5824175824175825,0.3368421052631579,0.449901768172888,0.3538461538461538,0.4825,0.1847826086956521,0.0104712041884816,0.2270058708414872,0.4210526315789473,0.5205479452054794,0.6239669421487604,0.4651162790697674,0.6438356164383562,0.2584269662921348,0.1677018633540372,0.1165644171779141,0.5019762845849802,0.443526170798898,0.3709677419354839,0.5167785234899329,0.0246406570841889,0.1219512195121951,0.223091976516634,0.6964285714285714,0.075
TARBP2,0.7640449438202247,0.3857493857493858,0.3507604562737642,0.229965156794425,0.3333333333333333,0.2988721804511278,0.3170731707317073,0.412087912087912,0.1921052631578947,0.2632612966601179,0.3230769230769231,0.25,0.3876811594202898,0.0052356020942408,0.1545988258317025,0.2382271468144044,0.4657534246575342,0.4297520661157025,0.2558139534883721,0.5088062622309197,0.297752808988764,0.0869565217391304,0.0940695296523517,0.4110671936758893,0.3278236914600551,0.3179723502304147,0.6241610738255033,0.028747433264887,0.089430894308943,0.2172211350293542,0.6071428571428571,0.0625
PRKRA,0.3370786516853932,0.4029484029484029,0.3079847908745247,0.2926829268292683,0.25,0.2481203007518796,0.1951219512195122,0.4340659340659341,0.1210526315789473,0.3045186640471513,0.7230769230769231,0.1825,0.2028985507246377,0.0052356020942408,0.0724070450097847,0.260387811634349,0.3581213307240704,0.4256198347107438,0.1511627906976744,0.5420743639921722,0.1573033707865168,0.093167701863354,0.1267893660531697,0.3992094861660079,0.3553719008264462,0.271889400921659,0.3221476510067114,0.0205338809034907,0.016260162601626,0.2093933463796477,0.4107142857142857,0.1
XPO5,0.3595505617977528,0.4742014742014742,0.3859315589353612,0.3414634146341463,0.3611111111111111,0.3007518796992481,0.2439024390243902,0.489010989010989,0.2,0.3143418467583497,0.8,0.2125,0.1050724637681159,0.0052356020942408,0.0645792563600782,0.4432132963988919,0.49706457925636,0.5041322314049587,0.2093023255813953,0.5968688845401174,0.3932584269662921,0.0993788819875776,0.0940695296523517,0.4308300395256917,0.5922865013774105,0.3571428571428571,0.2818791946308724,0.0123203285420944,0.1626016260162601,0.2133072407045009,0.6785714285714286,0.5
AGO1,0.3820224719101123,0.3538083538083538,0.432509505703422,0.3554006968641115,0.5555555555555556,0.3345864661654135,0.0975609756097561,0.489010989010989,0.2157894736842105,0.2632612966601179,0.8153846153846154,0.1825,0.1557971014492753,0.0261780104712041,0.385518590998043,0.3905817174515235,0.4559686888454011,0.512396694214876,0.2558139534883721,0.6183953033268101,0.3146067415730337,0.6335403726708074,0.0879345603271983,0.4110671936758893,0.3801652892561983,0.3018433179723502,0.3825503355704698,0.0123203285420944,0.065040650406504,0.1819960861056751,0.5714285714285714,0.3
AGO2,0.5842696629213483,0.6486486486486487,0.6482889733840305,0.4843205574912892,0.4444444444444444,0.6109022556390977,0.3658536585365853,0.7747252747252747,0.2,0.7387033398821218,0.4,0.235,0.1268115942028985,0.1256544502617801,0.2211350293542074,0.6648199445983379,0.6438356164383562,0.71900826446281,0.2674418604651162,0.8336594911937377,0.4044943820224719,0.186335403726708,0.3026584867075664,0.4782608695652174,0.5922865013774105,0.7004608294930875,0.7651006711409396,0.0246406570841889,0.1056910569105691,0.3953033268101761,0.8035714285714286,0.7625
AGO3,0.3820224719101123,0.3562653562653562,0.4315589353612167,0.3554006968641115,0.5555555555555556,0.3327067669172932,0.0975609756097561,0.4945054945054945,0.2157894736842105,0.2671905697445972,0.8153846153846154,0.1825,0.1557971014492753,0.0261780104712041,0.385518590998043,0.3933518005540166,0.4559686888454011,0.5165289256198347,0.2558139534883721,0.6223091976516634,0.3146067415730337,0.6335403726708074,0.0879345603271983,0.4150197628458498,0.3801652892561983,0.304147465437788,0.3825503355704698,0.0123203285420944,0.065040650406504,0.1917808219178082,0.5714285714285714,0.3
AGO4,0.3820224719101123,0.3538083538083538,0.4334600760456273,0.3554006968641115,0.5833333333333334,0.3364661654135338,0.0975609756097561,0.489010989010989,0.2184210526315789,0.2632612966601179,0.8153846153846154,0.1825,0.1557971014492753,0.0261780104712041,0.385518590998043,0.3905817174515235,0.4540117416829745,0.5082644628099173,0.2558139534883721,0.6105675146771037,0.3202247191011236,0.6335403726708074,0.0879345603271983,0.4110671936758893,0.3829201101928374,0.3018433179723502,0.3825503355704698,0.0123203285420944,0.065040650406504,0.1800391389432485,0.5714285714285714,0.3
