tumour_acronym,studyId,studyName,geneSymbol,entrezGeneId,N,mut_n,mut_freq,amp_n,amp_freq,gain_n,gain_freq,shallow_del_n,shallow_del_freq,deep_del_n,deep_del_freq,any_cna_n,any_cna_freq,any_alter_n,any_alter_freq,mut_only_n,cna_only_n,mut_and_cna_n
COADREAD,coadread_tcga_pan_can_atlas_2018,"Colorectal Adenocarcinoma (TCGA, PanCancer Atlas)",AGO2,27161,532,16,0.0300751879699248,16,0.0300751879699248,285,0.5357142857142857,24,0.0451127819548872,0,0.0,325,0.6109022556390977,333,0.6259398496240601,8,317,8
COADREAD,coadread_tcga_pan_can_atlas_2018,"Colorectal Adenocarcinoma (TCGA, PanCancer Atlas)",AGO3,192669,532,15,0.0281954887218045,0,0.0,23,0.0432330827067669,153,0.287593984962406,1,0.0018796992481203,177,0.3327067669172932,190,0.3571428571428571,13,175,2
COADREAD,coadread_tcga_pan_can_atlas_2018,"Colorectal Adenocarcinoma (TCGA, PanCancer Atlas)",AGO4,192670,532,18,0.0338345864661654,0,0.0,23,0.0432330827067669,155,0.2913533834586466,1,0.0018796992481203,179,0.3364661654135338,193,0.362781954887218,14,175,4
COADREAD,coadread_tcga_pan_can_atlas_2018,"Colorectal Adenocarcinoma (TCGA, PanCancer Atlas)",DGCR8,54487,532,11,0.0206766917293233,0,0.0,23,0.0432330827067669,168,0.3157894736842105,1,0.0018796992481203,192,0.3609022556390977,202,0.3796992481203007,10,191,1
COADREAD,coadread_tcga_pan_can_atlas_2018,"Colorectal Adenocarcinoma (TCGA, PanCancer Atlas)",DICER1,23405,532,24,0.0451127819548872,0,0.0,36,0.0676691729323308,184,0.3458646616541353,0,0.0,220,0.4135338345864661,242,0.4548872180451128,22,218,2
COADREAD,coadread_tcga_pan_can_atlas_2018,"Colorectal Adenocarcinoma (TCGA, PanCancer Atlas)",DROSHA,29102,532,23,0.0432330827067669,1,0.0018796992481203,106,0.1992481203007518,61,0.1146616541353383,1,0.0018796992481203,169,0.3176691729323308,188,0.3533834586466165,19,165,4
COADREAD,coadread_tcga_pan_can_atlas_2018,"Colorectal Adenocarcinoma (TCGA, PanCancer Atlas)",LIN28A,79727,532,2,0.0037593984962406,0,0.0,8,0.0150375939849624,202,0.3796992481203007,1,0.0018796992481203,211,0.3966165413533835,211,0.3966165413533835,0,209,2
COADREAD,coadread_tcga_pan_can_atlas_2018,"Colorectal Adenocarcinoma (TCGA, PanCancer Atlas)",LIN28B,389421,532,2,0.0037593984962406,0,0.0,84,0.1578947368421052,70,0.131578947368421,1,0.0018796992481203,155,0.2913533834586466,157,0.2951127819548872,2,155,0
COADREAD,coadread_tcga_pan_can_atlas_2018,"Colorectal Adenocarcinoma (TCGA, PanCancer Atlas)",PRKRA,8575,532,11,0.0206766917293233,0,0.0,113,0.212406015037594,18,0.0338345864661654,1,0.0018796992481203,132,0.2481203007518796,142,0.2669172932330827,10,131,1
COADREAD,coadread_tcga_pan_can_atlas_2018,"Colorectal Adenocarcinoma (TCGA, PanCancer Atlas)",SMAD2,4087,532,28,0.0526315789473684,2,0.0037593984962406,13,0.0244360902255639,352,0.6616541353383458,6,0.0112781954887218,373,0.7011278195488722,388,0.7293233082706767,15,360,13
COADREAD,coadread_tcga_pan_can_atlas_2018,"Colorectal Adenocarcinoma (TCGA, PanCancer Atlas)",SMAD4,4089,532,68,0.1278195488721804,0,0.0,8,0.0150375939849624,351,0.6597744360902256,24,0.0451127819548872,383,0.7199248120300752,402,0.7556390977443609,19,334,49
COADREAD,coadread_tcga_pan_can_atlas_2018,"Colorectal Adenocarcinoma (TCGA, PanCancer Atlas)",TARBP2,6895,532,13,0.0244360902255639,1,0.0018796992481203,102,0.1917293233082706,56,0.1052631578947368,0,0.0,159,0.2988721804511278,170,0.3195488721804511,11,157,2
COADREAD,coadread_tcga_pan_can_atlas_2018,"Colorectal Adenocarcinoma (TCGA, PanCancer Atlas)",TP53,7157,532,313,0.5883458646616542,0,0.0,17,0.0319548872180451,310,0.5827067669172933,7,0.0131578947368421,334,0.6278195488721805,393,0.7387218045112782,59,80,254
COADREAD,coadread_tcga_pan_can_atlas_2018,"Colorectal Adenocarcinoma (TCGA, PanCancer Atlas)",XPO5,57510,532,16,0.0300751879699248,6,0.0112781954887218,122,0.2293233082706766,32,0.0601503759398496,0,0.0,160,0.3007518796992481,175,0.3289473684210526,15,159,1
DLBC,dlbc_tcga_pan_can_atlas_2018,"Diffuse Large B-Cell Lymphoma (TCGA, PanCancer Atlas)",AGO1,26523,41,0,0.0,0,0.0,0,0.0,4,0.0975609756097561,0,0.0,4,0.0975609756097561,4,0.0975609756097561,0,4,0
